secteur,forme,region,anciennete,nb_employes,experience_dirigeant,ca,resultat_net,fonds_propres,dettes,tresorerie,ratio_endettement,marge,incidents,utilisation_decouvert,anciennete_banque,montant_credit,duree,ratio_credit_ca,garantie,ltv,default
Commerce,SA,Ouaga,11,43,21,50000000.0,4058076.577901519,8963403.96249809,34380791.30127348,-842450.1156648619,0.6876158260254696,0.08116153155803038,0,0.4533706056041573,5,217095759.3158702,48,4.3419151863174035,152531303.3450972,1.4232865946519708,1
Services,Entreprise Individuelle,Ouahigouya,22,181,1,433732409.4723499,42940495.30914319,169315500.40442815,187754019.7458894,-3170553.1778381974,0.4328798486013496,0.0990022750695106,0,0.575501018469059,8,115391918.60094444,60,0.2660440310220825,52342892.62955531,2.2045384350002206,0
Industrie,SA,Koudougou,22,174,28,170430550.5074658,10791905.538385775,57125897.636977755,131870224.90913633,24145971.4218154,0.7737475735218005,0.0633214262715946,2,0.06453588384467623,4,185124130.10141042,36,1.0862144700594683,101431754.42491625,1.825110204895909,0
Agroalimentaire,SAS,Ouahigouya,22,172,23,330744389.96919686,-26156177.653554805,173769545.3889147,150276465.71246073,-11040815.773365984,0.4543583210177998,-0.07908275528419637,0,0.523292462888995,4,294581501.4779339,36,0.8906621258349056,208258706.74084562,1.4144978910509955,0
Transport,SAS,Banfora,8,109,16,483848932.6399968,-56593871.57392716,186724263.55879268,170404570.81734478,3394420.0387534145,0.35218548460482535,-0.1169659944585127,0,0.1303407235690719,4,95135141.55690409,36,0.19662157987581733,112951346.52227813,0.8422665553450482,0
Industrie,SARL,Banfora,22,13,21,152346160.21185768,15736189.735174077,20704954.063008454,98779649.93732172,-5596973.931737471,0.6483894953437319,0.1032923292145388,0,0.26006274804219065,12,212950542.81631073,12,1.3978070895923769,214462479.26593962,0.9929501120438227,0
BTP,SAS,Ouaga,19,57,13,195023386.64010227,-27858705.049123317,91558199.43572065,62152911.37168768,31368210.96798202,0.31869465730479374,-0.1428480221222596,0,0.742898814098432,13,272416038.3082098,12,1.3968377998220722,212325722.01567557,1.2830100645464795,1
Agroalimentaire,SARL,Fada,21,129,27,250386047.1274047,-8118687.002909177,60335135.71761506,116719914.8574559,-1808884.0504617891,0.46615982079091234,-0.032424678196138146,1,0.08520047755966198,1,238946732.75220254,60,0.9543132913896698,72333664.43221825,3.3033959308962215,1
BTP,Entreprise Individuelle,Koudougou,15,166,13,212090916.4375981,5222882.817071686,30910443.836620357,107811221.32747044,1674616.3915811393,0.5083255008669403,0.024625678953150144,0,0.8103032991233325,8,271612631.4641718,60,1.2806424528986668,310920524.37932664,0.8735757538244766,1
Agroalimentaire,SA,Koudougou,4,90,21,218843762.83117777,-21694853.751056578,128267580.23370253,63906514.11680513,29178871.59162026,0.2920188964494474,-0.09913398248316813,0,0.5961826694023769,6,291098219.7569426,12,1.3301645703355225,135935118.93165612,2.1414497007450852,0
Commerce,SA,Koudougou,10,41,5,328501849.70818937,12912509.309870455,189860731.95000103,247683727.72243804,21132245.57760801,0.7539797049619579,0.039307265153425267,1,0.4243890180725104,5,205180910.2251656,24,0.6245959053424793,151592466.54213518,1.3535033429127266,0
Agroalimentaire,Entreprise Individuelle,Bobo,21,161,21,287634058.3168357,6426941.78786991,87240251.65519726,157100081.0790675,-3439053.337830579,0.5461803862810226,0.0223441612772799,0,0.28536138599785466,5,151813469.86852884,48,0.5278007436146617,135952601.46725398,1.116664692180202,0
Industrie,SARL,Koudougou,24,9,4,228920030.40766948,-19863926.690907717,114753551.84436901,161943786.627106,-4834911.219103355,0.7074251490300363,-0.08677233991072464,2,0.06589401821191965,14,297992631.1245152,24,1.3017324460154867,248625742.87533903,1.1985590376855253,1
Industrie,Entreprise Individuelle,Banfora,21,54,9,297404668.59359187,24710310.981984325,41515670.73839291,146529407.2890848,8519271.719380485,0.4926937024291287,0.08308649322432578,0,0.9526421308008614,9,128574011.98832993,48,0.4323200862862995,61559383.855881885,2.0886175906071047,1
Agroalimentaire,SA,Banfora,6,45,21,239830213.72494647,10184775.358477365,59233431.23817529,79019870.53762826,-2480013.0915229544,0.32948255063581605,0.0424666066893388,0,0.10591568962877351,1,245299675.25370964,24,1.0228055566636651,241992826.53495798,1.0136650691927596,0
BTP,SARL,Banfora,19,158,3,276927232.32941705,29135223.158164993,102856502.92705788,143389242.26004097,10230391.037661193,0.5177867162210801,0.10520894934416335,0,0.6553831994634532,10,159185006.6182232,24,0.5748261204909804,171141234.0021114,0.9301382425246466,0
BTP,Entreprise Individuelle,Fada,22,145,27,379675540.06183106,19926424.227275692,67357431.67668618,160141778.2004481,12273516.12368269,0.4217858705735129,0.052482770483530825,0,0.5716366179741326,3,85254892.63576043,48,0.22454670801778925,83816237.06045061,1.0171644018601338,0
Agroalimentaire,SARL,Koudougou,1,62,11,228106415.1275231,-23434680.60135527,91754548.87628336,83536052.2499504,37770710.850713685,0.3662152693217746,-0.1027357366878704,0,0.6867557202819089,10,82018193.6806992,12,0.3595611006154599,64654374.19031108,1.2685637237672036,0
Agroalimentaire,SA,Bobo,3,85,10,204762245.8097299,17534554.045113936,82340992.35366459,142574905.22906083,11517999.907119201,0.6962948890565741,0.08563372596238993,0,0.26503491814054747,9,158991698.0695836,60,0.7764697903212224,180373826.68924588,0.8814565892838758,0
Agroalimentaire,Entreprise Individuelle,Bobo,21,141,12,50000000.0,4795078.7375021,16019145.035913534,24369116.843604144,8712425.977320923,0.4873823368720829,0.095901574750042,0,0.9533242648871384,2,141442636.7927979,36,2.828852735855958,46966159.83064621,3.0115861569866778,0
Services,SA,Bobo,10,197,6,145231618.0591871,6146363.102045003,32838548.75405487,99692541.97701167,27128199.41261176,0.6864382791382477,0.042321108751540173,0,0.4976495545052182,2,29593114.38218122,24,0.20376495681622828,24696831.773276098,1.1982554950308761,0
Commerce,SAS,Ouaga,23,22,13,141805468.78420848,14011537.943221757,62860541.54984626,63806127.448519334,15900896.325298332,0.44995533667051923,0.09880816348869959,0,0.606202253610332,1,139845418.68310028,12,0.9861778948448675,75156489.50674692,1.8607231338359163,0
Industrie,SARL,Banfora,17,92,3,255382165.56537357,-7204552.731212858,85702750.84102207,138938362.4893518,46473209.79264097,0.5440409755386224,-0.02821086866133811,1,0.23725436365713726,6,229497993.15063572,60,0.8986453405724922,222531468.22080207,1.0313057968184582,0
Agroalimentaire,SA,Fada,8,103,2,418999966.621902,53749782.60618247,228170486.84853297,296289681.71877754,34088999.107359745,0.7071353348964441,0.12828111429107894,1,0.4957170100782755,1,211163643.38268724,24,0.5039705494135218,105172085.94613259,2.0077917204270515,1
Transport,SA,Bobo,12,53,25,206132964.18522823,-21962025.760248356,57301706.1977702,76364531.08758956,-1232196.4879782167,0.3704624895364598,-0.10654300658342827,1,0.4541674701677638,8,98870219.252867,48,0.4796429316565961,69525133.72051904,1.4220788075045057,0
Services,SA,Banfora,15,37,23,86500896.31108774,-9984760.316954711,30480298.14310309,25061869.320950404,-2079494.8228072997,0.28972959113416674,-0.11542955903076416,0,0.10102824649125852,2,229418622.36719683,12,2.6522109267183374,104664200.68344846,2.191949309019822,1
Transport,SARL,Ouahigouya,4,104,24,107309080.71014284,12463846.275311928,37122286.587594524,22724449.069257703,12645516.927721394,0.21176631948455218,0.11614903597001784,0,0.8986389283011033,10,185306670.257081,60,1.7268498530671492,187672093.78494662,0.9873959762468673,0
Agroalimentaire,SA,Ouahigouya,17,49,21,195994611.61453408,-4863951.077045718,112474722.57923798,54059642.45725291,37909872.36979611,0.2758220851682031,-0.02481675918015406,0,0.7728739363818531,12,118348273.03933193,48,0.6038343200581936,69537812.73019098,1.7019268854274603,0
Industrie,SAS,Banfora,15,138,23,345245366.6410756,29158226.163724367,66446962.240455456,92578370.34872124,12215305.449530317,0.26815239042720496,0.08445653144431009,1,0.6275560238706465,4,110576573.2600809,24,0.320284018105415,82965634.99623367,1.3327996979122823,0
Transport,SA,Fada,19,174,8,90069235.1453485,-8266636.140032258,46897103.95244442,40432851.0039418,12786699.753719334,0.4489085639363275,-0.09178090750623162,0,0.12291118254224498,13,189496215.82438454,36,2.1038950260717386,63077291.07123246,3.0041907730372985,0
Services,SAS,Ouahigouya,20,113,4,149872663.29101926,-9116112.711787924,40635394.30124129,37516761.00438267,29704910.919613276,0.25032424313120727,-0.060825720392293746,0,0.07234838383605735,6,58282237.38457042,36,0.38887837251146545,37701554.8401022,1.545884185194852,0
Services,SAS,Banfora,21,130,19,391748703.223569,33886147.3611133,169751778.76693556,150929569.38491073,9053489.267897338,0.38527139501155155,0.08649970525052295,1,0.35230235437675994,13,259016379.987828,60,0.6611799295223414,281981578.7294805,0.9185578049278027,0
Industrie,Entreprise Individuelle,Ouahigouya,19,172,18,122314727.52224405,-18223848.479255296,14976277.402615331,91989027.72405499,8265302.207202942,0.7520682879935774,-0.14899144893194585,0,0.6898210713287619,12,143414269.3491033,60,1.172502054775228,51348276.240392506,2.7929714461629422,0
Agroalimentaire,Entreprise Individuelle,Fada,7,28,8,269611248.2239697,30754346.650753,83309770.13766591,145410645.04183778,30269295.415870797,0.5393344899358323,0.11406922690853369,0,0.9170985051717943,13,82792347.28234488,24,0.30708046428971003,25162550.056696784,3.290300350949941,0
Industrie,Entreprise Individuelle,Bobo,15,49,13,260966119.8121451,32950526.7721437,83889398.76926814,57544426.48103726,7806283.603571757,0.22050535342465247,0.12626361918498438,1,0.7248708535798805,12,140074924.2832694,48,0.5367552093892551,54586851.98979106,2.5660927343724915,0
Services,SA,Koudougou,24,34,12,294222209.8772451,8756692.59170012,77241810.0758392,86759051.2300987,10189403.149046885,0.294875941779841,0.029762173954690815,0,0.3635581553482977,11,264122548.83826452,60,0.8976975223877941,228690310.3767725,1.1549354601124842,1
Commerce,Entreprise Individuelle,Koudougou,2,57,8,50000000.0,1181023.5542879123,10390994.068146229,12514124.772851825,3536180.4574824832,0.2502824954570365,0.023620471085758245,0,0.8291817799499177,1,225795232.05637074,48,4.515904641127415,174847664.0015451,1.2913826063719982,0
Industrie,SARL,Banfora,16,168,11,394597711.51415855,16314265.67090073,109875710.51082566,104557981.65253164,21789414.318552602,0.2649736138897501,0.041344045327326634,1,0.20604856021288998,2,200194594.4364769,60,0.5073384578645579,183764194.03366542,1.0894102384265427,0
Industrie,SARL,Koudougou,4,190,25,396096921.066259,52389763.38744074,200053785.9050886,142474094.55175328,1497305.4836550937,0.359695031630706,0.13226501040808897,2,0.27804874833333926,14,250746457.33562478,24,0.6330431871589326,202687700.91682076,1.2371074130369974,0
Commerce,SA,Koudougou,10,88,5,123928613.29810171,15124772.183353996,44583433.56321815,58286343.7756456,-5835646.603051469,0.47032192344024565,0.12204422998724598,0,0.6615243241461749,5,168848209.72501016,36,1.3624634798330024,134156760.59253025,1.2585888998754753,0
Transport,SA,Ouahigouya,22,160,29,63389911.39565313,4808020.607442337,28330389.918606155,37225041.14685488,7723624.355267088,0.587239204587491,0.07584835664831108,0,0.262407822570745,9,201634611.90924993,24,3.1808628134961667,160921545.27400103,1.2529994760237158,0
Commerce,SA,Ouahigouya,14,181,12,215803482.62852088,17183467.70175721,43561809.733514324,87234436.5685595,14921081.351994067,0.4042309026065295,0.07962553473400814,0,0.5149294953924828,5,241416457.84496954,60,1.1186865703207314,194709941.62370467,1.2398774085790114,0
Agroalimentaire,SARL,Ouahigouya,12,63,17,436416557.8954974,33467161.803970255,165660644.2718348,226622234.7103183,22072807.591678593,0.5192796437494115,0.07668627873643642,0,0.11835410132658752,1,100264962.76036644,12,0.2297460097386486,37650312.13642538,2.6630579421774176,0
Commerce,Entreprise Individuelle,Fada,6,189,6,50000000.0,6665046.9246028215,18338035.774524596,13037955.429622293,8407175.241220558,0.26075910859244583,0.13330093849205643,0,0.8079656892607574,14,299157340.7875143,60,5.9831468157502865,100920541.62635927,2.9642859220384716,0
Agroalimentaire,SA,Ouahigouya,19,11,29,305496598.88474476,24151092.942147404,90392127.25038381,166884654.1366524,38371711.51750423,0.5462733619486654,0.07905519416685529,0,0.9846443693733663,14,108561857.64317483,24,0.35536191905079817,57662458.845731765,1.8827129438516943,0
Commerce,SAS,Bobo,21,96,28,202769679.0740505,25647110.436793946,31590900.06318047,142721229.96941975,40410489.01224357,0.7038588344231618,0.12648395240309943,0,0.35778492584176624,6,219116265.04086515,36,1.0806165203863887,247655940.90817192,0.8847607864255154,1
Commerce,SAS,Ouaga,16,18,8,274988431.35848516,22098930.184221484,65463557.93808686,208501726.97844386,11318523.216938818,0.7582199947409178,0.08036312682336987,1,0.5145269365822405,11,164802101.4394856,24,0.5993055803305538,165752755.98526,0.9942646229914938,0
BTP,SAS,Bobo,13,89,6,50000000.0,5907111.301029138,23340545.73219867,28750803.634309873,8175204.170859831,0.5750160726861975,0.11814222602058276,1,0.37888709033260526,12,39886878.94181146,24,0.7977375788362292,37172492.89919164,1.0730213615207616,0
Services,SARL,Koudougou,23,152,4,156487659.95843658,18826136.373241838,77618123.9397841,61748183.80314925,20193345.18323537,0.3945881983253484,0.12030428711274803,0,0.29129374720550527,1,243909955.8230084,60,1.5586529691081799,181412673.39837983,1.3445033979924068,0
Transport,SA,Banfora,12,105,15,50000000.0,4091757.701011962,15053278.87572191,29316818.25319631,4382666.224814295,0.5863363650639262,0.08183515402023923,0,0.39772897562272236,14,204084411.60969016,60,4.0816882321938035,237720326.5007512,0.858506357507654,0
Transport,Entreprise Individuelle,Fada,16,189,26,146790839.21377417,-16480884.624364182,33027845.994321615,76488640.88388285,17967492.99871584,0.5210723046040431,-0.11227461272540835,1,0.5867315273897519,11,205072669.78190923,24,1.3970399711609944,207937180.0038898,0.9862241556708281,1
Commerce,SARL,Ouaga,10,108,5,65995384.29785515,5679648.08883756,20102083.309798766,34747102.3868754,5666856.516038601,0.5265080695651723,0.08606129275956272,0,0.1347857849174381,1,199439158.19636798,48,3.0220167716009456,82472520.99244833,2.4182498097109195,0
Agroalimentaire,SA,Bobo,17,126,5,422311696.21695435,39021711.929646276,176933923.18314576,279359998.6098787,17796475.553402916,0.6615019217141526,0.09240026331072686,3,0.2709632078712195,5,94450667.76763336,60,0.22365155550679133,30910294.25314312,3.0556379371260474,0
Industrie,Entreprise Individuelle,Ouaga,20,5,5,283874368.60609055,-26458924.189354226,35171993.05993307,89390916.22301838,-2320575.02718375,0.3148960459584814,-0.0932064572059661,0,0.6719438858486502,9,221850101.33458737,36,0.7815080397146766,111856227.27175768,1.9833504736003356,1
Agroalimentaire,SA,Koudougou,15,6,4,124515456.65556669,11467574.113368152,62867139.88757609,87451125.67488407,-3321842.505563474,0.7023314857752192,0.09209759512097869,2,0.5705614046246065,7,55295520.780996956,36,0.4440855960072076,36712243.80130576,1.5061874474430852,0
Commerce,SARL,Bobo,22,21,3,300036487.61644304,42742864.413738705,30568871.68132108,173669058.5491039,29742317.03333407,0.5788264618372576,0.1424588880949033,0,0.45142300360497034,6,257035210.2903128,60,0.8566798402829535,223898601.11797023,1.1479982858619253,0
Transport,Entreprise Individuelle,Ouaga,13,58,4,220309448.57827574,30166730.67197652,77267747.1359866,112907983.97314766,13679395.647501705,0.512497238324445,0.1369289009919986,0,0.12034044024305202,3,54323283.82201124,48,0.2465771857384057,27225473.946304355,1.9953108595703695,0
Commerce,Entreprise Individuelle,Fada,8,136,20,198924040.90835124,-21821045.55846717,21365323.339711335,140167248.08592555,15590570.32166308,0.7046269895075364,-0.10969536642642712,0,0.2369803183889847,12,72883427.18835363,60,0.36638822967573165,34943429.8211099,2.0857548203331646,0
Industrie,SARL,Banfora,23,113,28,86308514.59271885,4153089.963910491,22751838.590240423,29803843.526611477,-667644.9276062815,0.34531753520788533,0.04811912223850106,1,0.4537537602503535,11,212469175.55200008,12,2.4617406122051877,72298222.90956987,2.9387883546979445,0
Industrie,SA,Banfora,14,52,26,335178821.11147404,16503459.771393405,154093474.08935672,134641065.35248068,7565294.131992525,0.40169920314774793,0.04923777617173691,0,0.023716360305790607,6,270114658.1547817,48,0.8058822370072921,310259487.6830788,0.8706088576755986,0
Services,SAS,Ouahigouya,10,38,29,292836479.990689,-29114695.506223556,97713279.60558023,168642005.7423882,43575282.50790765,0.5758913839824544,-0.09942304834134492,1,0.5736532029887571,6,272628774.4669448,60,0.9309932098473978,86164436.26821277,3.164052203838549,0
Commerce,SAS,Bobo,1,38,1,345284150.377702,29581025.76295366,65517712.50645422,227667555.5938705,25337885.831632998,0.6593628909546755,0.08567154249795524,1,0.2687007357542682,5,117961274.38229397,36,0.3416353581630017,94310641.07286824,1.2507737519369875,0
Industrie,Entreprise Individuelle,Bobo,11,186,17,197927211.43421924,28339099.494660195,91579891.67357473,64484003.2830214,33878952.62764565,0.3257965532670203,0.14317940059534787,0,0.42872514175148146,11,40812834.38089684,36,0.20620122965992935,19884915.137660563,2.0524520269940876,0
BTP,SARL,Fada,15,49,16,208021789.9569234,7885935.65035308,42775824.06219456,120570723.54278779,40356951.45863998,0.5796062209048161,0.03790918082180755,0,0.46096959221253964,4,214286592.83833024,36,1.0301160896784136,226947719.63437092,0.9442112623275587,0
Agroalimentaire,SARL,Fada,11,102,1,308249242.8074691,19174941.527386818,162799545.4546025,82435028.71722911,11385018.986293353,0.2674297849572257,0.062205964734075234,1,0.07824209858002273,10,163700407.69827455,36,0.5310650764534756,73073733.29712625,2.2402086264383096,0
Industrie,SARL,Ouahigouya,7,27,6,181141730.46693486,5256984.975840302,66237262.66428711,123782929.05291612,26779663.919679742,0.6833484958647402,0.02902139094227047,0,0.7807854833654764,8,261606199.54778302,60,1.4442072451965227,261654853.95551756,0.9998140511937806,0
Transport,SARL,Banfora,19,112,27,208771769.26539811,-27958885.716369897,23954092.01879522,64083970.36136745,41047020.79933771,0.30695706889326413,-0.13392081608901615,1,0.0470390534147479,7,275495815.1845032,36,1.3196028186851407,247483411.57322136,1.113189015106954,0
Transport,SAS,Koudougou,5,97,23,229798837.38298264,13150833.378292346,24042993.187613428,109462287.32215357,16564756.946329884,0.4763396045373535,0.057227588825330626,0,0.6869274167743025,11,255624402.73739448,12,1.1123833595005137,148496164.74019444,1.721420907971793,0
BTP,SARL,Koudougou,17,151,4,109610694.90997793,5025399.236641545,15721621.344131278,68071330.41666998,-4038000.108850783,0.6210281804396571,0.045847708937242396,0,0.30532589903326635,13,199590109.64252862,24,1.820899956947174,107372267.42511892,1.8588608998289258,0
Commerce,SAS,Bobo,5,58,7,50000000.0,7397257.046170662,24429647.73599024,18562158.70908525,8052619.8222028995,0.371243174181705,0.14794514092341324,0,0.8286671435335939,2,278905552.7216468,36,5.578111054432935,259668605.12246957,1.0740826854679038,0
BTP,SARL,Fada,13,88,5,369625928.56087065,-40857309.126834445,37130002.9530667,232547237.37785834,-2662716.4541652943,0.6291421120895799,-0.11053691305128772,0,0.23751612059406013,7,292206654.6473933,60,0.7905469613159786,99383292.63894035,2.9401989699514233,1
BTP,SAS,Bobo,21,16,20,232672051.85630876,-13213958.998228244,45246548.898391746,166514255.06575358,3272237.1420727475,0.7156607497001306,-0.05679220556489005,0,0.871271850950117,1,297249222.21660113,24,1.2775458841965828,272081009.0418187,1.0925026456768032,0
Commerce,SAS,Fada,4,92,4,224673117.45715588,12048911.620553907,126467211.50625715,167507070.63618782,17534049.29403235,0.7455590260732045,0.0536286305941857,0,0.46503532473067277,8,53879934.9033786,12,0.2398147829753297,26201148.149397273,2.0563959486110552,1
Agroalimentaire,SA,Banfora,16,9,19,175539846.34049547,19228595.63586316,43114632.93104942,99796199.18794668,26520574.295883946,0.5685102343907236,0.1095397770746897,1,0.0056313127480537295,7,141128371.26793963,60,0.8039677270435355,88486363.71133134,1.594916610296498,0
Transport,Entreprise Individuelle,Banfora,5,47,6,118283616.87002608,15159075.38603153,39286269.21525235,58809501.041341215,6733052.055050274,0.49719058816034534,0.12815870690434517,1,0.5166642598438743,2,286149652.86788666,48,2.4191824737851673,226318915.49728957,1.2643647228475414,0
Services,SA,Ouaga,14,180,1,103959751.26016355,9438408.934487902,17773645.769068077,39799294.52437274,16179198.96269301,0.3828336836317872,0.09078906807758606,0,0.2429684584545706,13,221690416.61399677,12,2.1324638999876733,109892575.90160449,2.017337520711988,0
BTP,Entreprise Individuelle,Ouaga,15,105,27,140121529.2825066,7986833.903207336,46288094.42914445,102918489.63391925,-3697021.5733794295,0.7344944789063765,0.05699933439282302,2,0.9334133204495549,13,83666387.17441681,36,0.5970987299584241,56604076.24072406,1.4780982701422951,0
Agroalimentaire,SA,Ouaga,9,50,3,313305037.5903195,-12758011.268065969,48148893.38499456,90036737.95683233,-13046179.54872491,0.2873772431152709,-0.04072073454735975,0,0.9544476948529885,1,284954058.040863,24,0.9095099786217656,164983305.42267168,1.7271690448366126,0
Services,SARL,Koudougou,1,172,20,117078297.52444541,10024016.943739278,57736746.36281646,85354002.67023402,18694396.381826527,0.7290335141097564,0.08561806206352043,0,0.24881631533822213,14,126165041.91438416,48,1.0776125429056693,39063572.417051524,3.2297364042238037,1
Agroalimentaire,Entreprise Individuelle,Fada,1,189,15,95842949.29660016,2683194.8394431984,42524192.38573195,39435689.90373868,12292261.643883709,0.41146156491594504,0.02799574573962301,0,0.25226908960084593,3,81914513.60892418,60,0.8546743835629225,54461975.52408856,1.5040679817553322,0
Transport,SAS,Ouaga,13,20,26,174368810.9353949,-21717003.82922712,61965385.885509446,82478062.76445487,24724108.55807096,0.4730092630786688,-0.12454637794871154,0,0.4459473053205738,6,226917777.68374828,12,1.3013667780749114,212639179.18525884,1.0671494244531927,1
BTP,SA,Koudougou,21,64,10,132568386.33704884,2981791.565875752,65484866.824972376,44636559.53612402,9618564.714849578,0.3367059128459004,0.022492478397486772,0,0.8278286070661927,4,158182571.14496797,24,1.1932148796229312,69175896.12502979,2.2866718034135167,0
Agroalimentaire,SARL,Banfora,21,30,23,50000000.0,1678414.4775383882,26256684.858398106,31191063.15550923,1130986.9902906825,0.6238212631101846,0.033568289550767766,0,0.9214336290244534,12,143803718.6715873,36,2.8760743734317455,93571883.30119061,1.5368261661327225,0
Agroalimentaire,SAS,Ouaga,3,21,14,50000000.0,-7464417.364489717,8956018.545381568,30860627.521956097,-1178442.9946108141,0.6172125504391219,-0.14928834728979434,0,0.2861808707979073,3,244226658.5095131,60,4.884533170190262,205810649.26779473,1.1866570528706346,1
Agroalimentaire,Entreprise Individuelle,Ouahigouya,24,19,8,151235510.50219235,-9348792.65924543,53526038.87822346,44968567.667224415,8179931.724342948,0.2973413288843465,-0.06181612128131711,2,0.5319556987831766,1,65330770.814660355,24,0.43198036359134917,60705063.79646517,1.0761996895959862,0
BTP,Entreprise Individuelle,Ouahigouya,21,41,26,182420874.25058708,-13142735.762330832,42189408.672529295,40780520.605047315,4808806.997912748,0.22355183184259997,-0.0720462272550946,1,0.21929528250483066,12,129955751.74050358,36,0.7123951810579887,92240847.15695095,1.4088742216274253,0
Agroalimentaire,SA,Ouahigouya,22,23,4,232979936.87599066,22225311.33585425,83085138.75227737,128676561.09997046,16104120.585593782,0.5523074768814181,0.09539581662640857,0,0.7216485442517359,4,107647099.31644277,48,0.462044503745147,34294115.54324992,3.138937908478321,0
BTP,Entreprise Individuelle,Koudougou,14,177,3,237421235.84382808,14596597.370055432,74420317.99127124,126120749.17357649,1836552.0620247815,0.5312109033773909,0.061479746401694416,1,0.8090345502403417,1,75911919.32709017,48,0.3197351705178716,71666317.16151181,1.05924124935861,0
Industrie,SAS,Ouaga,22,48,12,108542983.1076108,8533375.250262663,37988810.2232637,30885077.24923449,485851.14118051284,0.28454236621279017,0.07861747490210927,0,0.4217549802841961,10,154599935.81561968,60,1.4243199457891023,48805265.83894869,3.1676896572140443,0
BTP,Entreprise Individuelle,Ouaga,11,46,14,206738198.52037007,-25072955.84818191,34967236.59781887,161195182.28663096,32097756.491578475,0.7797068149007222,-0.12127877686673107,0,0.18616503574607024,12,148119277.34871206,36,0.7164581988660299,144171249.71545213,1.027384292229221,0
Transport,SA,Fada,6,21,18,67194614.36650734,7690836.831387399,7336164.347187899,26008790.120397817,7354823.124109979,0.3870665880830132,0.11445614955743894,0,0.03297694368259341,12,164950027.10466802,60,2.454810235310855,88880478.33526374,1.8558634043627027,0
Agroalimentaire,SAS,Ouaga,13,107,7,251769076.03595895,16212902.383881291,121915121.04247044,83836178.9714604,4373861.428942339,0.3329883887705355,0.06439592438892568,0,0.9916730528316782,9,181145660.75051472,12,0.7194913037081749,54658660.32691767,3.3141255140003163,0
Commerce,SAS,Banfora,15,68,11,319872378.3911622,15319439.188854298,39137494.0808772,208959401.39820528,5363615.350661308,0.6532586603732167,0.047892347772900294,0,0.8226362715572205,2,69175410.35904065,36,0.21625940541339314,63169730.3692307,1.0950721168937465,0
Agroalimentaire,SAS,Ouahigouya,14,105,28,396465397.3643424,-26754177.325986702,47823702.679747894,181973855.92898965,-14644878.342596937,0.4589905125106289,-0.06748174620999835,0,0.658866666922022,5,79124250.48093955,12,0.1995741646230635,25162346.513944525,3.1445497516334693,0
Industrie,Entreprise Individuelle,Bobo,2,34,13,50000000.0,-4172630.6031733775,19328731.19953114,37772550.79165917,5566820.290632598,0.7554510158331834,-0.08345261206346755,0,0.9303511771330678,14,237328017.77126265,48,4.746560355425253,170817850.76975584,1.389363094675365,0
BTP,Entreprise Individuelle,Koudougou,3,137,10,172540723.29720306,-9272647.719293496,88709532.31037202,60581121.441817336,24902032.55044518,0.3511120174074254,-0.05374179232644847,1,0.5960301609498011,3,160479588.6727777,24,0.9300968815132997,99128928.11378026,1.6188976490150193,0
Transport,SARL,Banfora,22,18,15,205315959.36743328,-17291367.92217728,111093049.6151415,111881121.01915747,10163470.419255875,0.5449216970948425,-0.08421833341865384,0,0.012124750087744829,7,221266305.78576607,60,1.077686831883283,264626713.9714218,0.8361450076792383,0
Agroalimentaire,Entreprise Individuelle,Koudougou,1,146,23,97938096.97120526,14645522.544838974,58351235.90140319,36866233.17541056,12493065.475145938,0.3764238260239995,0.14953856566301157,0,0.4068092913568494,1,43724031.32128902,36,0.4464455883203888,13384231.954188675,3.26683155753329,0
BTP,SARL,Ouaga,21,142,7,162162180.36862302,20919752.95806882,55247253.10130498,40072919.88802324,14616461.874148734,0.2471163115649437,0.12900512875760897,0,0.1549417853379359,5,122618202.16512576,12,0.7561454951234198,110228671.15274449,1.1123984430077456,0
BTP,Entreprise Individuelle,Koudougou,5,144,5,134092623.26055218,11691372.203004126,52281362.32791668,40645367.74622256,2065857.983398714,0.303114121850279,0.0871887798054849,0,0.41837470510784747,11,221786047.26220146,24,1.6539764967626465,181225161.36329067,1.2238148698215308,0
Industrie,SA,Ouaga,22,71,16,99750766.112981,-2706999.9633805403,28426181.9070156,36646408.19041849,-489091.0744074733,0.36737971665211633,-0.02713763581840066,0,0.21546943274921126,12,43595756.57061435,24,0.437046834519911,44536233.6655183,0.978882877659408,0
Services,Entreprise Individuelle,Ouaga,13,188,29,312254883.7818531,-7933607.938902723,95910385.33706675,151175610.00040463,16491148.283914244,0.4841416991447879,-0.025407474313341036,1,0.9634842786561725,9,20067444.865002614,48,0.0642662321945366,12704305.06014017,1.5795783216796593,0
Services,SARL,Bobo,8,160,25,260997554.7395028,10303911.35666265,42088353.77943133,85402761.25855333,-11122282.344527418,0.32721671030133737,0.03947895744443586,0,0.2778328995646543,5,25733583.34141541,12,0.09859702849361811,21942554.66882473,1.172770615354868,0
BTP,SAS,Koudougou,2,113,1,121921205.4396566,9932083.604585318,17235701.073514935,84660650.47073138,14542190.682572156,0.6943882334942393,0.0814631348892058,0,0.07973855742946134,8,205174671.87413955,48,1.682846483794718,108363190.58157854,1.8933982173557256,0
Transport,SARL,Fada,18,132,25,160802292.41736662,13928004.997339299,58714000.37537356,66275418.59252563,24005977.48598022,0.41215468757439117,0.08661571167896533,0,0.3184694256023054,10,231877374.83121148,60,1.4420029176534845,234786172.34514493,0.9876108653040375,0
